tmdbId,Title,Release_Date,TMDb_Rating,Genres,Cast,Director,Overview,Original_Title,movieId,User_Avg_Rating,Rating_Norm
84921,Civil Courage,2010-01-27,6.3,Drama,"Götz George, Carolyn Genzkow, Arnel Taci, Thomas Arnold, Marko Mandić",Dror Zahavi,"For almost 30 years, bookseller Jordan has lived and worked in a neighborhood in Berlin that has become a social hotbed. As Jordan witnesses a teenager brutally beating up an older man, he intervenes and files a complaint - with unimaginable consequences ...
 Director Dror Zahavi (""Everything for my father"", ""My life - Marcel Reich-Ranicki"") succeeded after a screenplay by Jürgen Werner (""Tatort - With a steady hand"", ""Schimanski - layer in the pit"", also with Götz George) an atmospherically tightly staged and outstandingly played portrait of a so-called problem district. Here nothing is glossed over, but instead the reality shown and the powerlessness of our judicial system mercilessly layed bare. A highlight of 2010!",Civil Courage (2010),186503,4.0,0.8
79897,Pranchiyettan & The Saint,2010-09-10,7.111,"Comedy, Family","Mammootty, Innocent, Ganapathi S Poduval, Priyamani, Sasi Kalinga",Ranjith,"While Pranchiyettan, a devotee of St. Francis of Assissi, attains the best of riches, he is unsatisfied with his reputation and sets off to popularise himself as a celebrity in society.",Pranchiyettan & The Saint (2010),186651,2.6666666666666665,0.5333333333333333
52363,Unearthed,2010-01-01,5.6,"Adventure, Science Fiction, Drama","Jules de Jongh, Wayne Forester, Robbie Stevens","Stuart Leach, Lindsay Harris","In the near future.... The world is in turmoil. The atmosphere is thick and heavy with pollution and all natural resources are nearing exhaustion. Nations grow desperate and many are willing to fight each other for what little remains. The situation is rapidly spiraling out of control. In an urgent bid to solve the problem, missions are launched to explore the universe for planets that may contain alternative sources of energy. On the edge of space,one of the mining ships, The Ezekiel, finds an uncharted planet that reveals signs of a possible fuel resource. Two crew members are chosen to undertake a prospecting mission to the desolate rock, in order to take samples and survey the surface for later analysis. The mission goes well, until they reach 'grid reference 3894' where they unexpectedly descend into a world they could only imagine in their nightmares and unearth a dark and terrifying truth.",Unearthed (2010),186919,4.0,0.8
65150,Extreme Happiness,2010-10-22,3.65,Drama,"Marco Nanini, Dan Stulbach, Mariana Lima, João Miguel, Maria Luísa Mendonça",Arnaldo Jabor,"Shortly after World War II, the city of Rio de Janeiro experiments a period of great cultural, political and economic effervescence, when all the dreams – or nearly all – seem possible. In this exciting scenery of transformation, Paulo discovers love, friendship and sex through his childhood and adolescence in the 1950’s and 1960’s.",Extreme Happiness (2010),187363,3.0,0.6
74228,Bróder,2010-02-17,5.9,"Drama, Crime","Caio Blat, Jonathan Haagensen, Sílvio Guindane, Aílton Graça, Zezé Motta",Jeferson De,"Three childhood friends plan meeting for a day in order to reassert their friendships and fight for their differences. One of them is involved with crime, one is a famous football player and the other struggles to maintain a middle-class lifestyle.",Bróder (2010),187535,3.0,0.6
271735,Daddy I Do,2010-01-14,7.0,Documentary,,Cassie Jaye,"The Purity Ball symbolizes a father's protection over his daughter's virginity, but how does this reflect in the choices she makes, understanding her sexuality, and knowing her worth as a woman? This documentary examines the effects of Abstinence-Only Programs versus Comprehensive Sex Education in schools and what society can do to help lower teen pregnancies, abortions, and STDS, as well as poverty and sexual abuse.",Daddy I Do (2010),187657,3.1217591102962157,0.6243518220592431
57513,Furious Love,2010-06-01,6.8,Documentary,Darren Wilson,Darren Wilson,"Furious Love, sequel to Finger of God, is the story of one man’s journey into some of the darkest spiritual climates on earth to test the limits of God’s love. Watch his discovery and witness God’s response to the demon possessed in Africa, the heroine addicts of Madrid, and witches in Salem, Massachusetts. See this love in relentless pursuit of the persecuted church in India and the oppressed victims of sex trafficking in Thailand. This journey of LOVE will leave you undone and must be experienced to be believed.",Furious Love (2010),187949,5.0,1.0
52191,Nosferatu. Horror of the Night,2010-10-28,3.4,"Animation, Horror, Fantasy","Vladimir Marinichev, Mikhail Khrustalev, Anatoli Petrov, Yakov Petrov, Yuliya Rudina",Vladimir Marinichev,Young clerk Jonathan travels to Transylvania in order to meet with a mysterious count.,Nosferatu. Uzhas nochi (2010),188051,2.0,0.4
73111,The Revelation of the Pyramids,2010-02-10,6.4,"Documentary, History, Mystery","Alika Del Sol, Jean-Pierre Adam, Joseph Davidovits, Guillemette Andreu, Guillemette Andreu",Patrice Pooyard,"For centuries, the Great Pyramids have fascinated Mankind. Patrice Pooyard's The Revelation Of The Pyramids reveals what lies behind the greatest of archaeological mysteries: a message of paramount importance for humanity. From China to Peru, from Egypt to Mexico, through the world's most enigmatic and most beautiful sites, the director has spent 6 years meeting eminent scientific specialists and verifying his discoveries. The result will shake the teaching of history to its very core, and revolutionize Egyptology entirely. A great odyssey along a breathtaking route climaxes in a revelation as unexpected as it is staggering.",The Revelation of the Pyramids (2010),188159,3.25,0.65
56519,"El Sicario, Room 164",2010-11-03,6.7,Documentary,,Gianfranco Rosi,"The story of a hitman for the drug cartels in Ciudad Juarez, Mexico.",El sicario: Room 164 (2010),188165,3.75,0.75
56840,Muita Calma Nessa Hora,2010-11-12,6.0,Comedy,"Andréia Horta, Débora Lamm, Fernanda Souza, Gianne Albertoni, Laura Cardoso",Felipe Joffily,"Three young friends, Tita, Mari and Aninha decide to change their situations and travel to a beach place for a weekend. On the road, they meet Estrella, a hippie that wants a hide to try to find her unknown father. Together, they will live hilarious, absurd and moving situations. More than a change the air, they change themselves.",Muita Calma Nessa Hora (2010),188651,3.5,0.7
67774,Mamma Gógó,2010-01-01,5.6,"Comedy, Drama","Kristbjörg Kjeld, Hilmir Snær Guðnason, Gunnar Eyjólfsson, Margrét Vilhjálmsdóttir, Ólafía Hrönn Jónsdóttir",Fridrik Thor Fridriksson,"Mamma Gógó is about Gógó, an elderly lady, who is diagnosed with Alzheimer disease and her son’s and family’s reaction to her illness. While Gógó is continuously getting herself into trouble, of the kind only a person with Alzheimer can, the son, the director, is struggling with financial troubles after his film Children of Nature has flopped in the cinema. As Gógó‘s disease progresses her family decides that it is best for her to move to a nursing home. Gógó and her deceased husband, who appears on the scene, are not happy with that decision. The director is dependent on others when it comes to his finances and when Gógó settles into the nursing home he decides to sell his mother’s apartment and valuable artwork but the profits of the sale help him to get by.",Mamma Gógó (2010),188657,4.0,0.8
86438,World Peace and Other 4th Grade Achievements,2010-03-13,7.7,Documentary,,Chris Farina,Public school teacher John Hunter and his students participate in an educational exercise that he created entitled the World Peace Game. This interactive experience triggers a transformation of the students from children of a neighborhood school to citizens of the world. The World Peace Game exposes children to the complex issues of the greater geo-political world that they will one day encounter.,World Peace and Other 4th Grade Achievements (2010),188699,4.0,0.8
282746,Utopia in Four Movements,2010-01-01,0.0,Documentary,,"David Cerf, Sam Green","Throughout human history, people have had giddy dreams and fantastic notions about what the future would bring. Today the future has become more of a threat than a promise-a knot of intractable problems looming menacingly on the horizon. With a powerful sense of poetry, Utopia in Four Movements uses the collective experience of cinema to explore the battered state of the utopian impulse at the dawn of the twenty-first century.",Utopia in Four Movements (2010),188907,3.1217591102962157,0.6243518220592431
55817,Janeane Garofalo: If You Will,2010-09-14,5.8,Comedy,Janeane Garofalo,Ryan Polito,"She's funny. She's edgy. She's the one-and-only Janeane Garofalo (TV's 24, The Larry Sanders Show). And now, in her first solo special in over a decade, this Emmy nominated stand-up superstar digs into the many myths we all live by and casts her unique insights and hilarious riffs on life, culture and politics. Filmed live before a sold-out audience in Seattle's Moore Theater, it's a virtuoso hour-long display of Garofalo’s uniquely outrageous takes on everything from the trouble with twitter, to the truth about rehab, to the end of sex as we know it, to the vaguely disturbing perfection of Natalie Portman's... anatomy. Intrigued? Then prepare yourself, if that's possible, for the extreme comedy of Janeane Garofalo.",Janeane Garofalo: If You Will (2010),188945,4.0,0.8
63271,V Centuria. Searching For a Charmed Treasure,2010-03-18,4.5,"Adventure, Comedy","Denis Nikiforov, Inna Gomes, Evklid Kyurdzidis, Natalya Rudova, Oleg Dolin",Ruslan Baltzer,A group of young treasure hunters are trying to find a powerful artefact buried by Nazis during WWII.,V Centuria. Searching For a Charmed Treasure (2010),189147,1.75,0.35
143945,"Here Comes the Bride, My Mom!",2010-09-04,5.3,"Drama, Romance","Aoi Miyazaki, Shinobu Otake, Kenta Kiritani, Moeko Ezawa, Jun Kunimura",Mipo O,"Tsukiko, whose father died before she was born, lives with her mother Yoko and they provide mutual support for each other. One day, Yoko comes home completely drunk with Kenji, a young man with blond hair, and tells Tsukiko, ""I'm going to marry him.""","Here Comes the Bride, My Mom! (2010)",189289,3.1217591102962157,0.6243518220592431
45580,Solanin,2010-04-03,6.82,"Drama, Music, Romance","Aoi Miyazaki, Kengo Kora, Kenta Kiritani, Yoichi Kondo, Ayumi Ito",Takahiro Miki,"Meiko and Taneda are a couple graduated from university two years ago. Unhappy with their lives, Meiko quits her job and encourages Taneda to have his band become professional.",Solanin (2010),189291,5.0,1.0
61107,The Con Artist,2010-11-25,4.4,"Comedy, Drama, Crime","Rossif Sutherland, Donald Sutherland, Terra Vnesa, Rebecca Romijn, Russell Peters",Risa Bramon Garcia,An ex-con finds his plan to go straight foiled by a loan shark who manipulates his target into taking on one last heist.,The Con Artist (2010),189499,2.6666666666666665,0.5333333333333333
111196,Iron Soldier,2010-06-24,5.2,"Science Fiction, Action","Shelley-Jean Harrison, Jasmine Elizabeth Bowen, Brianna Barnes, Joe Estevez, Mark Courneyea",Brett Kelly,"Scientists have created a robot that promises to be a powerful weapon for the U.S. Military. However, a group of renegades break into the base in an attempt to steal the metal soldier.",Iron Soldier (2010),189547,1.0,0.2
127717,Freshman Father,2010-06-05,6.7,"Drama, TV Movie","Drew Seeley, Britt Irvin, Annie Potts, Merrilyn Gann, Barbara Tyson",Michael M. Scott,"When high school sweethearts John and Kathy find out Kathy is pregnant, they decide to get married and move to Cambridge so John can fulfill his scholarship to Harvard. But faced with the harsh reality of their situation, Kathy leaves John behind, compelling him to rent a room from Dorothy, a psychic who encourages him as he struggles to balance school and fatherhood.",Freshman Father (2010),189573,5.0,1.0
273497,Lunch Line,2010-05-18,0.0,Documentary,,"Kogonada, Michael Graziano","Reframes the school lunch debate through an examination of the program's surprising past, uncertain present, and possible future. Six kids from one of the toughest neighborhoods in Chicago set out to fix school lunch and end up at the White House. Their unlikely journey parallels the dramatic transformation of school lunch from a weak patchwork of local anti-hunger efforts to a robust national feeding program. The film tracks key moments in school food and child nutrition from 1940s, 1960s, and 1980s to the present – revealing political twists, surprising alliances, and more common ground than people realize.",Lunch Line (2010),189611,3.5,0.7
